Bins,Normalized PDF values
-12.89752197265625,0.002615745130959094
-12.69752197265625,0.0027735808468904457
-12.497521972656251,0.0030383375316785192
-12.297521972656252,0.0031579871873038986
-12.097521972656253,0.003205083328347931
-11.897521972656254,0.003390922155170329
-11.697521972656254,0.003683681950849449
-11.497521972656255,0.00390134249459349
-11.297521972656256,0.003936982817545731
-11.097521972656256,0.0042704744108845545
-10.897521972656257,0.004507227984781582
-10.697521972656258,0.004796169174430105
-10.497521972656259,0.005156391009983109
-10.29752197265626,0.005912475004041358
-10.09752197265626,0.006342704616821978
-9.89752197265626,0.0067742070982794635
-9.697521972656261,0.007503560850123532
-9.497521972656262,0.008180726986216105
-9.297521972656263,0.009101011039590035
-9.097521972656264,0.01045279757442145
-8.897521972656264,0.012099889642285715
-8.697521972656265,0.014193758615729857
-8.497521972656266,0.01680059366595089
-8.297521972656266,0.01970146138052791
-8.097521972656267,0.023938841205813955
-7.897521972656268,0.029062137630198555
-7.6975219726562685,0.03610110141326609
-7.497521972656269,0.04420418341019339
-7.29752197265627,0.05227162508416844
-7.097521972656271,0.058265563683529205
-6.897521972656271,0.060653465321329335
-6.697521972656272,0.06007812867938602
-6.497521972656273,0.05643517852619628
-6.2975219726562734,0.0512736960415057
-6.097521972656274,0.045734171559786006
-5.897521972656275,0.03996553071623048
-5.697521972656276,0.0346258466167787
-5.497521972656276,0.02837351567601419
-5.297521972656277,0.02336350456387064
-5.097521972656278,0.019580538856225665
-4.897521972656278,0.015950317389804576
-4.697521972656279,0.01344276609637907
-4.49752197265628,0.011553828979910313
-4.2975219726562806,0.009923284204845301
-4.097521972656281,0.008726787648591507
-3.897521972656282,0.007924880382166091
-3.6975219726562827,0.0071204273783869445
-3.4975219726562834,0.006275242576948094
-3.297521972656284,0.005318045331945058
-3.097521972656285,0.00504565143509579
-2.8975219726562855,0.0044970450353666565
-2.6975219726562862,0.004224651138517388
-2.497521972656287,0.003840244798103935
-2.2975219726562877,0.0034571113263673473
-2.0975219726562884,0.0031401670258277784
-1.897521972656289,0.003033246056971056
-1.6975219726562898,0.0026119265249284966
-1.4975219726562905,0.0024362706475210246
-1.2975219726562912,0.002121872084335187
-1.097521972656292,0.0020213154588627938
-0.8975219726562926,0.0019194859647135346
-0.6975219726562933,0.001775651804227706
-0.49752197265629405,0.0016661850980172524
-0.29752197265629476,0.0015198052001776925
-0.09752197265629547,0.0014510702916269425
0.10247802734370381,0.0013339663733552946
0.3024780273437031,0.0013199648179097715
0.5024780273437024,0.001381062514399327
0.7024780273437017,0.0012919617070187251
0.902478027343701,0.0011634019706552854
1.1024780273437003,0.0010602996078291607
1.3024780273436996,0.0010182949414925912
1.5024780273436988,0.000966107325741096
1.7024780273436981,0.0009304670027888552
1.9024780273436974,0.0008897352051291516
2.1024780273436967,0.0008400933267313878
2.302478027343696,0.0008413661954082536
2.5024780273436953,0.0007331723578746657
2.7024780273436946,0.0007713584181806379
2.902478027343694,0.0007586297314119805
3.102478027343693,0.0007331723578746657
3.3024780273436924,0.0007280808831672028
3.5024780273436917,0.0006962591662455593
3.702478027343691,0.000687349085507499
3.9024780273436903,0.000649163025201527
4.10247802734369,0.0006504358938783926
4.302478027343689,0.0006593459746164528
4.502478027343688,0.000687349085507499
4.7024780273436875,0.0006822576108000361
4.902478027343687,0.0006440715504940639
5.102478027343686,0.0006580731059395871
5.302478027343685,0.0005995211468037632
5.502478027343685,0.0005638808238515224
5.702478027343684,0.0006135227022492862
5.902478027343683,0.000556243611790328
6.1024780273436825,0.0005715180359127168
6.302478027343682,0.0005486063997291336
6.502478027343681,0.00047987149117838365
6.70247802734368,0.0004900544405933095
6.90247802734368,0.0004773257538246522
7.102478027343679,0.0004989645213313697
7.302478027343678,0.0005575164804671937
7.5024780273436775,0.0005536978744365965
7.702478027343677,0.0006033397528343603
7.902478027343676,0.0005333319756067446
8.102478027343675,0.0005498792684059993
8.302478027343675,0.0005600622178209252
8.502478027343674,0.0005409691876679391
8.702478027343673,0.0005473335310522678
8.902478027343673,0.0005002373900082355
9.102478027343672,0.0004760528851477864
9.302478027343671,0.00044804977425674016
9.50247802734367,0.0004824172285321151
9.70247802734367,0.0004276838754268883
9.902478027343669,0.00043022961278061983
10.102478027343668,0.00045568698631793457
10.302478027343668,0.0003767691283522588
10.502478027343667,0.00036531331026046714
10.702478027343666,0.00034622028010748105
10.902478027343665,0.00036022183555300415
11.102478027343665,0.00032203577524703196
11.302478027343664,0.00029785127038658293
11.502478027343663,0.00027875824023359684
11.702478027343663,0.00028130397758732836
11.902478027343662,0.00029148692700225424
12.102478027343661,0.00028512258361792554
12.30247802734366,0.00026857529081867097
12.50247802734366,0.000263483816111208
