"Set Name","nbpts","percent_valid_points","mean","median","max","min","sum","percentil_90","squared_sum","nmad","rmse","std"
"global:[1]",858954,80.01718,0.37567,0.38453,19.75639,-18.57039,311684.53125,7.90603,12267602.0,1.58004,3.84525,3.82686
