"Set Name","nbpts","percent_valid_points","mean","median","max","min","sum","percentil_90","squared_sum","nmad","rmse","std"
"global:[1]",861021,80.28946,-6.77915,-6.6944,12.89752,-25.96222,-5638297.0,8.06397,50796252.0,1.58875,7.81501,3.88812
