Bins,CDF values
0.0,0.04371820996395035
0.10004646,0.08727776007084764
0.20009293,0.1294344799568573
0.3001394,0.17070202599338308
0.40018585,0.21014442456825919
0.5002323,0.24792257242050528
0.6002788,0.284349280299679
0.70032525,0.31858214452442435
0.8003717,0.3508973930678796
0.90041816,0.3814491382490946
1.0004646,0.41019281046153866
1.1005111,0.4366593154091179
1.2005576,0.46146277587343093
1.300604,0.48437142098913866
1.4006505,0.5055770670317529
1.5006969,0.5252702834832379
1.6007434,0.5437935488497759
1.7007898,0.5607313358389133
1.8008363,0.576648696914608
1.9008827,0.591278515265786
2.000929,0.6048102374504729
2.1009758,0.6175783694685956
2.2010221,0.6295235242665264
2.3010685,0.64050527872784
2.4011152,0.6507953475767025
2.5011616,0.6604815954138015
2.601208,0.669689580483549
2.7012544,0.6783370986000558
2.801301,0.6865349105215788
2.9013474,0.6942361966583813
3.0013938,0.7015710810092177
3.1014402,0.7086274375293135
3.2014868,0.7152820244831536
3.3015332,0.7217140309128086
3.4015796,0.72777962110171
3.5016263,0.7335758462392057
3.6016726,0.73919743127311
3.701719,0.7444640289069039
3.8017654,0.7495788030199011
3.901812,0.7543351889407964
4.001858,0.7590652991671434
4.101905,0.763601365296367
4.2019515,0.7680039044124921
4.3019977,0.7722660259340123
4.4020443,0.7764699342263954
4.502091,0.7804250283506821
4.602137,0.7842613942943963
4.7021837,0.7879459492680083
4.8022304,0.7913873948047253
4.9022765,0.7949007343985226
5.002323,0.7984186565027221
5.1023693,0.8017516492297813
5.202416,0.8049568011399121
5.3024626,0.8080569557262216
5.4025087,0.8111376911270204
5.5025554,0.8140049780209836
5.602602,0.8168391767830626
5.702648,0.8197498382399122
5.802695,0.8224721627789656
5.9027414,0.8251613984952194
6.0027876,0.8279065517515815
6.102834,0.8305501298156068
6.2028804,0.8329802467731099
6.302927,0.8353236146048402
6.4029737,0.8377115098163864
6.50302,0.8399407340615735
6.6030664,0.8422601317401297
6.703113,0.8445829647972505
6.803159,0.8469560099614819
6.903206,0.8491235966699358
7.0032525,0.8512752135312
7.1032987,0.8533537682421501
7.2033453,0.8554037968272061
7.3033915,0.8573351063115158
7.403438,0.8592652743599599
7.5034847,0.8611144092752108
7.603531,0.8629840812227871
7.7035775,0.8647316195327623
7.803624,0.8664882977022507
7.9036703,0.8682461173130447
8.003716,0.869944565785748
8.103764,0.8716019385616395
8.20381,0.8732981203419252
8.303856,0.8749326487108171
8.403903,0.8764987061822518
8.503949,0.8780932996863292
8.603995,0.8796707565339609
8.704042,0.8812562185075926
8.804089,0.8829238642552355
8.904135,0.8843837537690712
9.004182,0.8858516472882149
9.104228,0.887349218281307
9.204274,0.8888513407208752
9.304321,0.8903238000052417
9.404367,0.8917620160504368
9.504414,0.8931899455123669
9.604461,0.8945436949009394
9.704507,0.8960138713026945
9.804553,0.8974794679686562
9.9046,0.8989576344595512
10.004646,0.9004472153635034
10.104692,0.901796398986853
10.204739,0.9031387211668928
10.304786,0.9045438354142223
10.404832,0.905873614535375
10.504878,0.9072045224111627
10.604925,0.9084909267626984
10.704971,0.9097773311142341
10.805017,0.9109952373779265
10.905065,0.9121480930966941
11.005111,0.9133329091720215
11.105157,0.9145702197529424
11.205204,0.9157801475369954
11.30525,0.91695240775796
11.405296,0.9180767167267858
11.505343,0.9192101679433563
11.60539,0.9202397480011071
11.705436,0.9212727425359165
11.805483,0.9222966153871388
11.905529,0.923257708966547
12.005575,0.9241925404847889
12.105622,0.9251171079424144
12.205668,0.9260085736021743
12.305715,0.9269274338532711
12.405761,0.9278999325755448
12.505808,0.9287765594983304
12.605854,0.9295721440884106
12.7059,0.9303426096254231
12.805947,0.9311016680937206
12.905993,0.931841322059821
13.00604,0.9325501503538726
13.106087,0.9332395809025217
13.206133,0.9339529817185906
13.306179,0.9346652343039178
13.406226,0.9353603720590954
13.506272,0.9360406710772988
13.606318,0.9367312364845471
13.706366,0.9373590292026879
13.806412,0.9379902462447457
13.906458,0.9385769414833005
14.006505,0.9391819053753271
14.106551,0.939769747647768
14.206597,0.9403233414039919
14.306644,0.9409009107046814
14.406691,0.9414499439727281
14.506737,0.942029796156029
14.606783,0.9425411569865203
14.70683,0.9430742100762871
14.806876,0.9436015559595253
14.906922,0.9441460182723476
15.006969,0.9446790713621144
15.107016,0.9451607595931242
