Bins,CDF values
0.0,0.05109204911622209
0.10028626,0.10190206144326758
0.20057252,0.15204915933603552
0.3008588,0.20157555004564193
0.40114504,0.24940610391193918
0.5014313,0.2956974805502512
0.6017176,0.33971451076890796
0.70200384,0.38066408912813204
0.8022901,0.4194116106908204
0.9025763,0.4553062212313959
1.0028626,0.48822377633275776
1.1031488,0.5187765247634332
1.2034352,0.5468958378795685
1.3037214,0.5727299294925666
1.4040077,0.596179966182988
1.5042939,0.6173869663663742
1.6045802,0.6368945138496426
1.7048664,0.6549231758981274
1.8051527,0.6712330812894209
1.905439,0.6860798069943549
2.0057251,0.699814036439634
2.1060114,0.7122971794290817
2.2062976,0.7237835239175009
2.3065841,0.7343080778022028
2.4068704,0.7445096151453219
2.5071566,0.7537758508605747
2.6074429,0.7623659213525892
2.707729,0.7704244608937156
2.8080153,0.7779285690574987
2.9083016,0.7850831443964349
3.0085878,0.79178332706307
3.108874,0.7981279504768435
3.2091603,0.8041905370595336
3.3094466,0.8099614445263169
3.4097328,0.8155178111557805
3.510019,0.8206848705355007
3.6103053,0.825638594363504
3.7105916,0.83046093059626
3.810878,0.8352097558717668
3.9111643,0.8395246885884597
4.0114503,0.8438854015327516
4.111737,0.848012309248382
4.212023,0.8519668419101347
4.3123093,0.8558153279895763
4.4125953,0.859390196589015
4.5128818,0.8630397927181791
4.6131682,0.8665544138918877
4.7134542,0.8699255897086882
4.8137407,0.8730388498224362
4.9140267,0.8760375932733477
5.014313,0.8790026029054887
5.114599,0.8818350173386246
5.2148857,0.8845505322578171
5.3151717,0.8871720222118897
5.415458,0.8897103597262348
5.515744,0.8921715470762193
5.6160307,0.8945664552628306
5.7163167,0.8967950230444767
5.816603,0.8990248067109241
5.916889,0.9011533360253573
6.0171757,0.9033288713665532
6.117462,0.9054658478209376
6.217748,0.9074208164211702
6.3180346,0.9093287880665682
6.4183207,0.9110945272770126
6.518607,0.9129566979606133
6.618893,0.9147176160401076
6.7191796,0.9164725160500252
6.8194656,0.9182165601711945
6.919752,0.9198039250840114
7.020038,0.9213924877320425
7.1203246,0.9229629786063025
7.2206106,0.9245563623852836
7.320897,0.9261774753752143
7.421183,0.9277238531274328
7.5214696,0.9291701924124384
7.621756,0.9305960486704964
7.722042,0.9320158717352769
7.8223286,0.9334477544356766
7.9226146,0.9348724054052663
8.022901,0.9362331696159091
8.123187,0.9375167957313515
8.223474,0.9388703282455693
8.32376,0.9400659800912251
8.424046,0.9413110371590674
8.524332,0.9425765840334472
8.624619,0.9438144094048645
8.724905,0.9450136771331181
8.825191,0.9461647221474351
8.925477,0.9473422833819771
9.0257635,0.9484523487832189
9.12605,0.9496214730385985
9.2263365,0.9507797607640776
9.326622,0.951936832192082
9.4269085,0.9530734138135489
9.527195,0.9542907493784286
9.627481,0.955455063574904
9.727767,0.9565651289761458
9.828053,0.9576860419220251
9.92834,0.9586948635733165
10.028626,0.9597145424658818
10.128912,0.960670331676723
10.229198,0.9617008484172894
10.329485,0.9627144911995308
10.429771,0.9637353753862954
10.530057,0.9647683026923368
10.630343,0.9657445817097156
10.73063,0.9666702388521191
10.830916,0.9676091541046352
10.931203,0.9684781712222943
11.031488,0.96930137933201
11.131775,0.9701053029179256
11.232061,0.9708730680217161
11.332348,0.9715757545398788
11.432633,0.9722543287210939
11.53292,0.9729365187505215
11.633206,0.9736211193454241
11.733493,0.9742599252710265
11.833778,0.9748939039909539
11.934065,0.9755206510144563
12.034351,0.9761486033206962
12.134638,0.9767464235584985
12.234924,0.9773394283045295
12.33521,0.9778950636465191
12.435496,0.9784036929617461
12.535783,0.9789147328424481
12.636069,0.9793944399337495
12.736355,0.9798247258710386
12.836641,0.9802706804839153
12.936928,0.9807202509450046
13.037214,0.9811445145031406
13.1375,0.9815543106338921
13.237786,0.9819520539372686
13.338073,0.982325691585895
13.438359,0.9827053592586587
13.538645,0.9830585071007475
13.638931,0.9833754964607112
13.739218,0.9836659696004498
13.839504,0.9839805483949385
13.939791,0.9842951301809427
14.040076,0.984615735389119
14.140363,0.9849592409693078
14.240649,0.9852882831566465
14.340936,0.9856040702368499
14.441221,0.9859126226176511
14.541508,0.9862501017841524
14.641794,0.9866140971708788
14.742081,0.9869515795466687
14.842366,0.9873216013470826
14.942653,0.9876868020165465
15.042939,0.9880399498586353
15.143226,0.9883605550668115
15.243512,0.9887173221497895
15.343798,0.9890475696198657
15.444084,0.989382638220892
15.544371,0.9897586864349934
15.644657,0.9900949635165841
15.744943,0.9904119528765478
15.845229,0.9907687165668492
15.945516,0.9910965565890452
16.045801,0.9914051089698463
16.146088,0.9917064296542225
16.246374,0.9919944922284861
16.34666,0.9923054551747623
16.446947,0.9925706173770134
16.547234,0.9928912225851896
16.64752,0.9931720534630282
16.747807,0.9934890488519272
16.848091,0.9937771114261909
16.948378,0.9940362472147544
17.048664,0.994317078092593
17.14895,0.9945509029436689
17.249237,0.9947811119465323
17.349524,0.9950245790595083
17.44981,0.9952499669314216
17.550097,0.9955223660108558
17.650381,0.9957525750137192
17.750668,0.9959984526921701
17.850954,0.9962455356533586
17.95124,0.9965263665311972
18.051527,0.9967529596858481
18.151814,0.9970181218880991
18.2521,0.9973013633314127
18.352386,0.9975388040307012
18.452673,0.9977907129138947
18.552958,0.998001637392958
