Bins,Normalized PDF values
-19.756393432617188,0.0
-19.556393432617188,0.0
-19.35639343261719,0.0
-19.15639343261719,0.0
-18.95639343261719,0.0
-18.75639343261719,1.2055019107205285e-05
-18.55639343261719,0.00012055019107205285
-18.356393432617192,0.0001313997082685376
-18.156393432617193,0.00012898870444709654
-17.956393432617194,9.28236471254807e-05
-17.756393432617195,0.0001097006738755681
-17.556393432617195,7.715212228611382e-05
-17.356393432617196,7.353561655395224e-05
-17.156393432617197,9.28236471254807e-05
-16.956393432617197,0.00010487866623268598
-16.756393432617198,9.402914903620122e-05
-16.5563934326172,9.764565476836281e-05
-16.3563934326172,7.835762419683435e-05
-16.1563934326172,9.041264330403964e-05
-15.956393432617201,0.00010005665858980386
-15.756393432617202,0.00013260521017925813
-15.556393432617202,0.00012175569298277338
-15.356393432617203,0.00014104372355430183
-15.156393432617204,0.00017600327896519715
-14.956393432617205,0.0001567152483936687
-14.756393432617205,0.0001530987426615071
-14.556393432617206,0.00015792075030438924
-14.356393432617207,0.0002037298229117693
-14.156393432617207,0.00021096283437609247
-13.956393432617208,0.00020614082673321038
-13.756393432617209,0.00019770231335816668
-13.55639343261721,0.00030378648150157316
-13.35639343261721,0.00032548551589454267
-13.156393432617211,0.00037491109423408436
-12.956393432617212,0.00037008908659120224
-12.756393432617212,0.0004026376381806565
-12.556393432617213,0.0004375971935915518
-12.356393432617214,0.0005219823273419888
-12.156393432617215,0.0005533253770207226
-11.956393432617215,0.0006148059744674696
-11.756393432617216,0.0007124516292358323
-11.556393432617217,0.0007739322266825792
-11.356393432617217,0.0009053319349511168
-11.156393432617218,0.0009993610839873182
-10.956393432617219,0.001124733282702253
-10.75639343261722,0.0012525164852386292
-10.55639343261722,0.0012778320253637602
-10.356393432617221,0.0012959145540245682
-10.156393432617222,0.0013176135884175376
-9.956393432617222,0.0014236977565609441
-9.756393432617223,0.0015719744915795692
-9.556393432617224,0.0015044663845792195
-9.356393432617224,0.0015659469820259665
